date,player_norm,market,median_odds,implied_prob
2023-11-04,r andersson,ast_2_5,19.0,0.05263157894736842
2023-11-04,r andersson,ast_1_5,7.8,0.12820512820512822
2023-11-04,o bjorkstrand,but_0_5,3.275,0.3053435114503817
2023-11-04,o bjorkstrand,ast_0_5,2.855,0.3502626970227671
2023-11-04,d dube,but_0_5,4.0,0.25
2023-11-04,n zadorov,but_0_5,8.0,0.125
2023-11-04,w duehr,but_0_5,6.4,0.15625
2023-11-04,a larsson,but_0_5,8.5,0.11764705882352941
2023-11-04,j megna,but_0_5,17.0,0.058823529411764705
2023-11-04,a ruzicka,but_0_5,4.5,0.2222222222222222
2023-11-04,j eberle,but_0_5,3.7,0.27027027027027023
2023-11-04,j eberle,ast_0_5,3.0,0.3333333333333333
2023-11-04,a j greer,but_0_5,6.4,0.15625
2023-11-04,d gilbert,but_0_5,14.0,0.07142857142857142
2023-11-04,j huberdeau,but_0_5,3.75,0.26666666666666666
2023-11-04,j huberdeau,ast_0_5,2.645,0.3780718336483932
2023-11-04,j huberdeau,ast_1_5,10.0,0.1
2023-11-04,y sharangovich,but_0_5,4.25,0.23529411764705882
2023-11-04,k yamamoto,but_0_5,5.6,0.17857142857142858
2023-11-04,d hunt,but_0_5,7.0,0.14285714285714285
2023-11-04,m weegar,but_0_5,8.5,0.11764705882352941
2023-11-04,y gourde,but_0_5,4.775,0.20942408376963348
2023-11-04,y gourde,ast_0_5,3.2,0.3125
2023-11-04,e tolvanen,but_0_5,3.9,0.25641025641025644
2023-11-04,e tolvanen,ast_0_5,3.375,0.2962962962962963
2023-11-04,j oesterle,but_0_5,11.5,0.08695652173913043
2023-11-04,a wennberg,but_0_5,4.9,0.2040816326530612
2023-11-04,a wennberg,ast_0_5,3.0,0.3333333333333333
2023-11-04,p edouard bellemare,but_0_5,8.5,0.11764705882352941
2023-11-04,t kartye,but_0_5,4.05,0.2469135802469136
2023-11-04,b dumoulin,but_0_5,23.0,0.043478260869565216
2023-11-04,v dunn,but_0_5,5.6,0.17857142857142858
2023-11-04,v dunn,ast_0_5,2.22,0.4504504504504504
2023-11-04,v dunn,ast_1_5,7.3,0.136986301369863
2023-11-04,m coronato,but_0_5,3.85,0.2597402597402597
2023-11-04,e lindholm,but_0_5,2.875,0.34782608695652173
2023-11-04,e lindholm,ast_0_5,2.245,0.4454342984409799
2023-11-04,e lindholm,ast_1_5,8.5,0.11764705882352941
2023-11-04,a mangiapane,but_0_5,3.825,0.26143790849673204
2023-11-04,a mangiapane,ast_0_5,3.2249999999999996,0.310077519379845
2023-11-04,j oleksiak,but_0_5,8.5,0.11764705882352941
2023-11-04,j schultz,but_0_5,8.5,0.11764705882352941
2023-11-04,c zary,but_0_5,4.15,0.24096385542168672
2023-11-04,n hanifin,but_0_5,7.5,0.13333333333333333
2023-11-04,n hanifin,ast_0_5,2.7,0.37037037037037035
2023-11-04,j mccann,but_0_5,2.4,0.4166666666666667
2023-11-04,j mccann,ast_0_5,3.2,0.3125
2023-11-04,j schwartz,but_0_5,3.275,0.3053435114503817
2023-11-04,j schwartz,ast_0_5,2.95,0.3389830508474576
2023-11-04,m pospisil,but_0_5,7.125,0.14035087719298245
2023-11-04,e tolvanen sea,ast_0_5,3.5,0.2857142857142857
2023-11-04,k korcak,but_0_5,14.0,0.07142857142857142
2023-11-04,t tatar,but_0_5,4.6,0.2173913043478261
2023-11-04,w karlsson,but_0_5,4.4,0.22727272727272727
2023-11-04,w karlsson,ast_0_5,2.45,0.4081632653061224
2023-11-04,l o connor,but_0_5,7.5,0.13333333333333333
2023-11-04,p dorofeyev,but_0_5,6.25,0.16
2023-11-04,a pietrangelo,but_0_5,6.5,0.15384615384615385
2023-11-04,a pietrangelo,ast_0_5,2.3,0.4347826086956522
2023-11-04,a pietrangelo,ast_1_5,7.8,0.12820512820512822
2023-11-04,j eichel,but_0_5,2.525,0.39603960396039606
2023-11-04,j eichel,ast_0_5,1.8900000000000001,0.5291005291005291
2023-11-04,j eichel,ast_2_5,16.0,0.0625
2023-11-04,j eichel,ast_1_5,5.7,0.17543859649122806
2023-11-04,j marchessault,but_0_5,2.6550000000000002,0.3766478342749529
2023-11-04,j marchessault,ast_0_5,2.85,0.3508771929824561
2023-11-04,b byram,but_0_5,5.25,0.19047619047619047
2023-11-04,b meyers,but_0_5,7.5,0.13333333333333333
2023-11-04,b mcnabb,but_0_5,25.0,0.04
2023-11-04,j drouin,but_0_5,4.6,0.2173913043478261
2023-11-04,v nichushkin,but_0_5,3.4,0.29411764705882354
2023-11-04,v nichushkin,ast_0_5,2.6,0.3846153846153846
2023-11-04,v nichushkin,ast_1_5,9.7,0.10309278350515465
2023-11-04,m wood,but_0_5,5.25,0.19047619047619047
2023-11-04,p cotter,but_0_5,6.25,0.16
2023-11-04,j rondbjerg,but_0_5,5.4,0.18518518518518517
2023-11-04,r colton,but_0_5,5.25,0.19047619047619047
2023-11-04,n hague,but_0_5,18.0,0.05555555555555555
2023-11-04,r johansen,but_0_5,3.9,0.25641025641025644
2023-11-04,r johansen,ast_0_5,3.1500000000000004,0.31746031746031744
2023-11-04,r tufte,but_0_5,4.6,0.2173913043478261
2023-11-04,f olofsson,but_0_5,7.0,0.14285714285714285
2023-11-04,c stephenson,but_0_5,4.2,0.23809523809523808
2023-11-04,c stephenson,ast_0_5,2.045,0.48899755501222497
2023-11-04,c stephenson,ast_2_5,18.0,0.05555555555555555
2023-11-04,c stephenson,ast_1_5,6.4,0.15625
2023-11-04,b howden,but_0_5,4.75,0.21052631578947367
2023-11-04,k macdermid,but_0_5,8.5,0.11764705882352941
2023-11-04,m amadio,but_0_5,4.75,0.21052631578947367
2023-11-04,a martinez,but_0_5,8.5,0.11764705882352941
2023-11-04,m stone,but_0_5,2.825,0.35398230088495575
2023-11-04,m stone,ast_0_5,2.3,0.4347826086956522
2023-11-04,m stone,ast_1_5,8.5,0.11764705882352941
2023-11-04,a cogliano,but_0_5,7.0,0.14285714285714285
2023-11-04,j johnson,but_0_5,17.0,0.058823529411764705
2023-11-04,c makar,but_0_5,3.9,0.25641025641025644
2023-11-04,c makar,ast_0_5,1.775,0.5633802816901409
2023-11-04,c makar,ast_2_5,13.0,0.07692307692307693
2023-11-04,c makar,ast_1_5,4.7,0.2127659574468085
2023-11-04,m rantanen,but_0_5,2.0,0.5
2023-11-04,m rantanen,ast_0_5,1.99,0.5025125628140703
2023-11-04,m rantanen,ast_2_5,18.0,0.05555555555555555
2023-11-04,m rantanen,ast_1_5,6.2,0.16129032258064516
2023-11-04,n mackinnon,but_0_5,2.15,0.46511627906976744
2023-11-04,n mackinnon,ast_0_5,1.74,0.5747126436781609
2023-11-04,n mackinnon,ast_2_5,13.0,0.07692307692307693
2023-11-04,n mackinnon,ast_1_5,4.6,0.2173913043478261
2023-11-04,b hutton,but_0_5,14.0,0.07142857142857142
2023-11-04,s girard,but_0_5,9.5,0.10526315789473684
2023-11-04,c jones,but_0_5,9.5,0.10526315789473684
2023-11-04,k kolesar,but_0_5,7.5,0.13333333333333333
2023-11-04,a lehkonen,but_0_5,3.4,0.29411764705882354
2023-11-04,a lehkonen,ast_0_5,2.26,0.4424778761061947
2023-11-04,a lehkonen,ast_1_5,7.8,0.12820512820512822
2023-11-04,j manson,but_0_5,11.0,0.09090909090909091
2023-11-04,s theodore,but_0_5,6.25,0.16
2023-11-04,s theodore,ast_0_5,2.245,0.4454342984409799
2023-11-04,s theodore,ast_1_5,8.5,0.11764705882352941
2023-11-04,d toews,but_0_5,8.5,0.11764705882352941
2023-11-04,d toews,ast_0_5,2.4,0.4166666666666667
2023-11-04,i barbashev,but_0_5,4.0,0.25
2023-11-04,i barbashev,ast_0_5,3.25,0.3076923076923077
2023-11-04,b pachal,but_0_5,14.0,0.07142857142857142
2023-11-04,w carrier,but_0_5,6.375,0.1568627450980392
2023-11-04,k korczak,but_0_5,13.5,0.07407407407407407
2023-11-04,n hoglander,but_0_5,5.75,0.17391304347826086
2023-11-04,j hanley,but_0_5,17.0,0.058823529411764705
2023-11-04,i mikheyev,but_0_5,3.7,0.27027027027027023
2023-11-04,i mikheyev,ast_0_5,3.4,0.29411764705882354
2023-11-04,r suter,but_0_5,11.0,0.09090909090909091
2023-11-04,v podkolzin,but_0_5,4.75,0.21052631578947367
2023-11-04,p di giuseppe,but_0_5,4.75,0.21052631578947367
2023-11-04,m heiskanen,but_0_5,6.1,0.1639344262295082
2023-11-04,m heiskanen,ast_0_5,1.83,0.5464480874316939
2023-11-04,m heiskanen,ast_1_5,4.5,0.2222222222222222
2023-11-04,m heiskanen,ast_2_5,12.0,0.08333333333333333
2023-11-04,f hronek,but_0_5,7.0,0.14285714285714285
2023-11-04,f hronek,ast_0_5,2.35,0.425531914893617
2023-11-04,j t miller,but_0_5,3.15,0.31746031746031744
2023-11-04,j t miller,ast_0_5,2.06,0.4854368932038835
2023-11-04,j t miller,ast_1_5,6.4,0.15625
2023-11-04,j t miller,ast_2_5,19.0,0.05263157894736842
2023-11-04,c garland,but_0_5,5.1,0.19607843137254904
2023-11-04,c garland,ast_0_5,3.8,0.2631578947368421
2023-11-04,j hakanpaa,but_0_5,13.0,0.07692307692307693
2023-11-04,e lindell,but_0_5,9.5,0.10526315789473684
2023-11-04,j robertson,but_0_5,2.3,0.4347826086956522
2023-11-04,j robertson,ast_0_5,2.1,0.47619047619047616
2023-11-04,j robertson,ast_1_5,6.6,0.15151515151515152
2023-11-04,j robertson,ast_2_5,16.0,0.0625
2023-11-04,i cole,but_0_5,18.0,0.05555555555555555
2023-11-04,a beauvillier,but_0_5,4.25,0.23529411764705882
2023-11-04,j benn,but_0_5,3.5,0.2857142857142857
2023-11-04,j benn,ast_0_5,2.6,0.3846153846153846
2023-11-04,t dellandrea,but_0_5,6.1,0.1639344262295082
2023-11-04,q hughes,but_0_5,5.4,0.18518518518518517
2023-11-04,q hughes,ast_0_5,1.83,0.5464480874316939
2023-11-04,q hughes,ast_1_5,5.3,0.18867924528301888
2023-11-04,q hughes,ast_2_5,15.0,0.06666666666666667
2023-11-04,c mcward,but_0_5,14.0,0.07142857142857142
2023-11-04,c smith,but_0_5,6.1,0.1639344262295082
2023-11-04,n juulsen,but_0_5,18.0,0.05555555555555555
2023-11-04,s steel,but_0_5,6.75,0.14814814814814814
2023-11-04,t harley,but_0_5,9.5,0.10526315789473684
2023-11-04,a hirose,but_0_5,5.775,0.17316017316017315
2023-11-04,a kuzmenko,but_0_5,2.7,0.37037037037037035
2023-11-04,a kuzmenko,ast_0_5,2.59,0.3861003861003861
2023-11-04,a kuzmenko,ast_1_5,10.0,0.1
2023-11-04,s lafferty,but_0_5,5.8,0.1724137931034483
2023-11-04,e dadonov,but_0_5,4.8,0.20833333333333334
2023-11-04,m duchene,but_0_5,4.0,0.25
2023-11-04,m duchene,ast_0_5,2.85,0.3508771929824561
2023-11-04,m friedman,but_0_5,14.0,0.07142857142857142
2023-11-04,b boeser,but_0_5,2.95,0.3389830508474576
2023-11-04,b boeser,ast_0_5,2.5,0.4
2023-11-04,b boeser,ast_1_5,9.7,0.10309278350515465
2023-11-04,e pettersson,but_0_5,2.45,0.4081632653061224
2023-11-04,e pettersson,ast_0_5,1.745,0.5730659025787965
2023-11-04,e pettersson,ast_1_5,4.6,0.2173913043478261
2023-11-04,e pettersson,ast_2_5,13.0,0.07692307692307693
2023-11-04,j pavelski,but_0_5,3.35,0.29850746268656714
2023-11-04,j pavelski,ast_0_5,2.49,0.4016064257028112
2023-11-04,j pavelski,ast_1_5,9.3,0.1075268817204301
2023-11-04,j dakota,but_0_5,5.4,0.18518518518518517
2023-11-04,r faksa,but_0_5,7.5,0.13333333333333333
2023-11-04,t seguin,but_0_5,3.825,0.26143790849673204
2023-11-04,t seguin,ast_0_5,3.5,0.2857142857142857
2023-11-04,m marchment,but_0_5,4.5,0.2222222222222222
2023-11-04,t myers,but_0_5,25.0,0.04
2023-11-04,n lundkvist,but_0_5,8.5,0.11764705882352941
2023-11-04,n aman,but_0_5,7.5,0.13333333333333333
2023-11-04,p suter,but_0_5,5.75,0.17391304347826086
2023-11-04,w johnston,but_0_5,3.65,0.273972602739726
2023-11-04,w johnston,ast_0_5,3.6,0.2777777777777778
2023-11-04,r hintz,but_0_5,2.45,0.4081632653061224
2023-11-04,r hintz,ast_0_5,2.2649999999999997,0.44150110375275947
2023-11-04,r hintz,ast_1_5,7.8,0.12820512820512822
2023-11-04,d joshua,but_0_5,5.5,0.18181818181818182
2023-11-04,c soucy,but_0_5,16.0,0.0625
2023-11-04,j studnicka,but_0_5,8.0,0.125
2023-11-04,r carpenter,but_0_5,6.5,0.15384615384615385
2023-11-04,n acciari,but_0_5,5.6,0.17857142857142858
2023-11-04,t hertl,but_0_5,2.95,0.3389830508474576
2023-11-04,t hertl,ast_0_5,2.0,0.5
2023-11-04,t hertl,ast_1_5,6.4,0.15625
2023-11-04,t hertl,ast_2_5,18.0,0.05555555555555555
2023-11-04,d o connor,but_0_5,5.1,0.19607843137254904
2023-11-04,j peterson,but_0_5,6.25,0.16
2023-11-04,h thrun,but_0_5,7.5,0.13333333333333333
2023-11-04,k burroughs,but_0_5,8.0,0.125
2023-11-04,f zetterlund,but_0_5,4.4,0.22727272727272727
2023-11-04,f zetterlund,ast_0_5,3.5,0.2857142857142857
2023-11-04,p olivier joseph,but_0_5,9.5,0.10526315789473684
2023-11-04,r smith,but_0_5,2.9,0.3448275862068966
2023-11-04,r smith,ast_0_5,2.65,0.37735849056603776
2023-11-04,a duclair,but_0_5,4.325,0.23121387283236994
2023-11-04,a duclair,ast_0_5,3.6,0.2777777777777778
2023-11-04,t emberson,but_0_5,11.5,0.08695652173913043
2023-11-04,j harkins,but_0_5,4.35,0.2298850574712644
2023-11-04,l kunin,but_0_5,4.0,0.25
2023-11-04,k labanc,but_0_5,4.9,0.2040816326530612
2023-11-04,j carter,but_0_5,4.1,0.24390243902439027
2023-11-04,r rakell,but_0_5,2.75,0.36363636363636365
2023-11-04,r rakell,ast_0_5,3.1,0.3225806451612903
2023-11-04,e karlsson,but_0_5,3.425,0.29197080291970806
2023-11-04,e karlsson,ast_0_5,1.815,0.5509641873278237
2023-11-04,e karlsson,ast_1_5,4.9,0.2040816326530612
2023-11-04,e karlsson,ast_2_5,13.0,0.07692307692307693
2023-11-04,m hoffman,but_0_5,3.85,0.2597402597402597
2023-11-04,f zadina,but_0_5,4.2,0.23809523809523808
2023-11-04,m ferraro,but_0_5,11.5,0.08695652173913043
2023-11-04,n knyzhov,but_0_5,13.0,0.07692307692307693
2023-11-04,r graves,but_0_5,8.0,0.125
2023-11-04,t bordeleau,but_0_5,5.0,0.2
2023-11-04,e malkin,but_0_5,2.65,0.37735849056603776
2023-11-04,e malkin,ast_0_5,1.835,0.5449591280653951
2023-11-04,e malkin,ast_1_5,5.2,0.1923076923076923
2023-11-04,e malkin,ast_2_5,15.0,0.06666666666666667
2023-11-04,w eklund,but_0_5,4.4,0.22727272727272727
2023-11-04,w eklund,ast_0_5,3.2,0.3125
2023-11-04,b rust,but_0_5,2.85,0.3508771929824561
2023-11-04,b rust,ast_0_5,2.63,0.3802281368821293
2023-11-04,b rust,ast_1_5,10.0,0.1
2023-11-04,n sturm,but_0_5,6.75,0.14814814814814814
2023-11-04,v hinostroza,but_0_5,6.1,0.1639344262295082
2023-11-04,m nieto,but_0_5,5.25,0.19047619047619047
2023-11-04,m granlund,but_0_5,4.8,0.20833333333333334
2023-11-04,m granlund,ast_0_5,2.64,0.3787878787878788
2023-11-04,m granlund,ast_1_5,9.7,0.10309278350515465
2023-11-04,g smith,but_0_5,9.0,0.1111111111111111
2023-11-04,s crosby,but_0_5,2.25,0.4444444444444444
2023-11-04,s crosby,ast_0_5,1.76,0.5681818181818182
2023-11-04,s crosby,ast_1_5,4.9,0.2040816326530612
2023-11-04,s crosby,ast_2_5,15.0,0.06666666666666667
2023-11-04,m pettersson,but_0_5,20.0,0.05
2023-11-04,j rutta,but_0_5,16.0,0.0625
2023-11-04,m edouard vlasic,but_0_5,29.0,0.034482758620689655
2023-11-04,l eller,but_0_5,5.5,0.18181818181818182
2023-11-04,j guentzel,but_0_5,2.0,0.5
2023-11-04,j guentzel,ast_0_5,1.87,0.53475935828877
2023-11-04,j guentzel,ast_1_5,5.3,0.18867924528301888
2023-11-04,j guentzel,ast_2_5,15.0,0.06666666666666667
2023-11-04,c ruhwedel,but_0_5,20.0,0.05
2023-11-04,k letang,but_0_5,4.35,0.2298850574712644
2023-11-04,k letang,ast_0_5,2.1100000000000003,0.4739336492890995
2023-11-04,k letang,ast_1_5,6.2,0.16129032258064516
2023-11-04,k letang,ast_2_5,16.0,0.0625
2023-11-04,r zohorna,but_0_5,6.125,0.16326530612244897
2023-11-04,r shea,but_0_5,14.5,0.06896551724137931
2023-11-04,n okhotiuk,but_0_5,17.5,0.05714285714285714
2023-11-04,j macdonald,but_0_5,6.0,0.16666666666666666
2023-11-05,b smith,but_0_5,21.0,0.047619047619047616
2023-11-05,l reichel,but_0_5,4.3,0.23255813953488372
2023-11-05,l reichel,ast_0_5,3.6,0.2777777777777778
2023-11-05,r johnson,but_0_5,8.75,0.11428571428571428
2023-11-05,j marino,but_0_5,12.0,0.08333333333333333
2023-11-05,j dickinson,but_0_5,5.5,0.18181818181818182
2023-11-05,c bedard,but_0_5,2.575,0.3883495145631068
2023-11-05,c bedard,ast_0_5,2.7,0.37037037037037035
2023-11-05,c bedard,ast_1_5,10.0,0.1
2023-11-05,m mcleod,but_0_5,3.8,0.2631578947368421
2023-11-05,m entwistle,but_0_5,7.0,0.14285714285714285
2023-11-05,c guttman,but_0_5,5.6,0.17857142857142858
2023-11-05,p kurashev,but_0_5,3.6,0.2777777777777778
2023-11-05,p kurashev,ast_0_5,2.915,0.34305317324185247
2023-11-05,t raddysh,but_0_5,3.8,0.2631578947368421
2023-11-05,t raddysh,ast_0_5,3.7,0.27027027027027023
2023-11-05,n zaitsev,but_0_5,16.0,0.0625
2023-11-05,n bastian,but_0_5,6.5,0.15384615384615385
2023-11-05,c lazar,but_0_5,4.6,0.2173913043478261
2023-11-05,t toffoli,but_0_5,2.3,0.4347826086956522
2023-11-05,t toffoli,ast_0_5,2.2,0.45454545454545453
2023-11-05,t toffoli,ast_1_5,7.3,0.136986301369863
2023-11-05,a athanasiou,but_0_5,4.3,0.23255813953488372
2023-11-05,c murphy,but_0_5,8.75,0.11428571428571428
